sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
ZJLSIOT,4600,4450,5150,-1,-1,3550,-1,-1
ZJLSITO,4600,4400,4750,-1,-1,3550,-1,-1
ZJLSOIT,4600,4550,5150,-1,-1,3650,-1,-1
ZJLSOTI,4600,4550,4050,-1,-1,3650,-1,-1
ZJLSTIO,4600,4400,4050,-1,-1,3650,-1,-1
ZJLSTOI,4600,4450,4050,-1,-1,3650,-1,-1
ZJLTIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZJLTISO,3600,3650,-1,-1,3550,3650,3650,-1
ZJLTOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZJLTOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZJLTSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZJLTSOI,4600,4450,-1,-1,3650,3650,3650,-1
ZJTIOSL,3650,3650,-1,-1,3650,3650,3650,-1
ZJTIOLS,3650,3650,-1,-1,3650,3650,3650,-1
ZJTISOL,3600,3650,-1,-1,3650,3650,3650,-1
ZJTISLO,3600,3650,-1,-1,3650,3650,3650,-1
ZJTILOS,3650,3650,-1,-1,3550,3650,3650,-1
ZJTILSO,3600,3650,-1,-1,3550,3650,3650,-1
ZJTOISL,3650,3650,-1,-1,3650,3650,3650,-1
ZJTOILS,3650,3650,-1,-1,3650,3650,3650,-1
ZJTOSIL,4600,4050,-1,-1,3650,3650,3650,-1
ZJTOSLI,4600,4550,-1,-1,3650,3650,3650,-1
ZJTOLIS,3650,3700,-1,-1,3650,3650,3650,-1
ZJTOLSI,4600,4450,-1,-1,3650,3650,3650,-1
ZJTSIOL,4600,4050,-1,-1,3650,3650,3650,-1
ZJTSILO,4600,4050,-1,-1,3650,3650,3650,-1
ZJTSOIL,4600,4050,-1,-1,3650,3650,3650,-1
ZJTSOLI,4600,4550,-1,-1,3650,3650,3650,-1
ZJTSLIO,4600,4400,-1,-1,3650,3650,3650,-1
ZJTSLOI,4600,4450,-1,-1,3650,3650,3650,-1
ZJTLIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZJTLISO,3600,3650,-1,-1,3550,3650,3650,-1
ZJTLOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZJTLOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZJTLSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZJTLSOI,4600,4450,-1,-1,3650,3650,3650,-1
ZLIOSJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLIOSTJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLIOJST,4600,4450,5150,-1,-1,3650,-1,-1
ZLIOJTS,3650,3550,-1,-1,3550,3650,3550,-1
ZLIOTSJ,3650,3600,5150,3650,3650,-1,-1,-1
ZLIOTJS,3650,3600,-1,-1,3650,3650,3650,-1
ZLISOJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLISOTJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLISJOT,3650,4450,5150,-1,-1,3550,-1,-1
ZLISJTO,3650,4250,4750,-1,-1,3550,-1,-1
ZLISTOJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLISTJO,3650,4000,4750,3650,-1,-1,-1,-1
ZLIJOST,4600,4450,5150,-1,-1,3650,-1,-1
ZLIJOTS,3650,3550,-1,-1,3550,3650,3550,-1
ZLIJSOT,4600,4450,5150,-1,-1,3550,-1,-1
ZLIJSTO,4600,4250,4750,-1,-1,3550,-1,-1
ZLIJTOS,3650,3550,-1,-1,3550,3650,3550,-1
ZLIJTSO,3600,3550,-1,-1,3550,3650,3550,-1
ZLITOSJ,3650,3600,5150,3650,3650,-1,-1,-1
ZLITOJS,3650,3600,-1,-1,3650,3650,3650,-1
ZLITSOJ,3650,3600,5150,3650,3650,-1,-1,-1
ZLITSJO,3650,3600,4750,3650,3650,-1,-1,-1
ZLITJOS,3650,3600,-1,-1,3550,3550,3550,-1
ZLITJSO,3600,3600,-1,-1,3550,3550,3550,-1
ZLOISJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLOISTJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLOIJST,4600,4450,5150,-1,-1,3650,-1,-1
ZLOIJTS,3650,3550,-1,-1,3550,3650,3550,-1
ZLOITSJ,3650,3600,5150,3650,3650,-1,-1,-1
ZLOITJS,3650,3600,-1,-1,3650,3650,3650,-1
ZLOSIJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLOSITJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLOSJIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLOSJTI,4600,4550,4050,-1,-1,3650,-1,5150
ZLOSTIJ,3650,4050,5150,3650,-1,-1,-1,4050
ZLOSTJI,3650,4450,4050,3650,-1,-1,-1,4050
ZLOJIST,4600,4450,5150,-1,-1,3650,-1,-1
ZLOJITS,3650,3700,-1,-1,3550,3650,3550,-1
ZLOJSIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLOJSTI,4600,4550,4050,-1,-1,3650,-1,-1
ZLOJTIS,3650,3700,-1,-1,3650,3650,3650,-1
ZLOJTSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLOTISJ,3650,3650,5150,3650,3650,-1,-1,3650
ZLOTIJS,3650,3700,-1,-1,3650,3650,3650,-1
ZLOTSIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZLOTSJI,3650,4450,4050,3650,3650,-1,-1,3650
ZLOTJIS,3650,3700,-1,-1,3650,3650,3650,-1
ZLOTJSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLSIOJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLSIOTJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLSIJOT,3650,4450,5150,-1,-1,3550,-1,-1
ZLSIJTO,3650,4250,4750,-1,-1,3550,-1,-1
ZLSITOJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLSITJO,3650,4000,4750,3650,-1,-1,-1,-1
ZLSOIJT,3650,4450,5150,-1,-1,3650,-1,-1
ZLSOITJ,3650,4000,5150,3650,-1,-1,-1,-1
ZLSOJIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLSOJTI,4600,4550,4050,-1,-1,3650,-1,5150
ZLSOTIJ,3650,4050,5150,3650,-1,-1,-1,4050
ZLSOTJI,3650,4450,4050,3650,-1,-1,-1,4050
ZLSJIOT,4600,4450,5150,-1,-1,3550,-1,-1
ZLSJITO,4600,4400,4750,-1,-1,3550,-1,-1
ZLSJOIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLSJOTI,4600,4550,4050,-1,-1,3650,-1,5150
ZLSJTIO,4600,4400,4050,-1,-1,3650,-1,4050
ZLSJTOI,4600,4450,4050,-1,-1,3650,-1,4050
ZLSTIOJ,3650,4050,5150,3650,-1,-1,-1,4050
ZLSTIJO,3650,4100,4750,3650,-1,-1,-1,4050
ZLSTOIJ,3650,4050,5150,3650,-1,-1,-1,4050
ZLSTOJI,3650,4450,4050,3650,-1,-1,-1,4050
ZLSTJIO,3650,4250,4050,3650,-1,-1,-1,4050
ZLSTJOI,3650,4450,4050,3650,-1,-1,-1,4050
ZLJIOST,4600,4450,5150,-1,-1,3650,-1,-1
ZLJIOTS,3650,3550,-1,-1,3550,3650,3550,-1
ZLJISOT,4600,4450,5150,-1,-1,3550,-1,-1
ZLJISTO,4600,4250,4750,-1,-1,3550,-1,-1
ZLJITOS,3650,3550,-1,-1,3550,3650,3550,-1
ZLJITSO,3600,3550,-1,-1,3550,3650,3550,-1
ZLJOIST,4600,4450,5150,-1,-1,3650,-1,-1
ZLJOITS,3650,3700,-1,-1,3550,3650,3550,-1
ZLJOSIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLJOSTI,4600,4550,4050,-1,-1,3650,-1,-1
ZLJOTIS,3650,3700,-1,-1,3650,3650,3650,-1
ZLJOTSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLJSIOT,4600,4450,5150,-1,-1,3550,-1,-1
ZLJSITO,4600,4400,4750,-1,-1,3550,-1,-1
ZLJSOIT,4600,4550,5150,-1,-1,3650,-1,-1
ZLJSOTI,4600,4550,4050,-1,-1,3650,-1,-1
ZLJSTIO,4600,4400,4050,-1,-1,3650,-1,-1
ZLJSTOI,4600,4450,4050,-1,-1,3650,-1,-1
ZLJTIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZLJTISO,3600,3650,-1,-1,3550,3650,3650,-1
ZLJTOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZLJTOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLJTSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZLJTSOI,4600,4450,-1,-1,3650,3650,3650,-1
ZLTIOSJ,3650,3650,5150,3650,3650,-1,-1,3650
ZLTIOJS,3650,3650,-1,-1,3650,3650,3650,-1
ZLTISOJ,3650,3650,5150,3650,3650,-1,-1,3650
ZLTISJO,3650,3650,4750,3650,3650,-1,-1,3650
ZLTIJOS,3650,3650,-1,-1,3550,3550,3550,-1
ZLTIJSO,3600,3650,-1,-1,3550,3550,3550,-1
ZLTOISJ,3650,3650,5150,3650,3650,-1,-1,3650
ZLTOIJS,3650,3700,-1,-1,3650,3650,3650,-1
ZLTOSIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZLTOSJI,3650,4450,4050,3650,3650,-1,-1,3650
ZLTOJIS,3650,3700,-1,-1,3650,3650,3650,-1
ZLTOJSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLTSIOJ,3650,4000,5150,3650,3650,-1,-1,3650
ZLTSIJO,3650,4000,4750,3650,3650,-1,-1,3650
ZLTSOIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZLTSOJI,3650,4450,4050,3650,3650,-1,-1,3650
ZLTSJIO,3650,4250,4050,3650,3650,-1,-1,3650
ZLTSJOI,3650,4450,4050,3650,3650,-1,-1,3650
ZLTJIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZLTJISO,3600,3650,-1,-1,3550,3650,3650,-1
ZLTJOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZLTJOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZLTJSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZLTJSOI,4600,4450,-1,-1,3650,3650,3650,-1
ZTIOSJL,3650,3650,4050,3650,3650,-1,-1,-1
ZTIOSLJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTIOJSL,3650,3650,-1,-1,3650,3650,3650,-1
ZTIOJLS,3650,3650,-1,-1,3650,3650,3650,-1
ZTIOLSJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTIOLJS,3650,3700,-1,-1,3650,3650,3650,-1
ZTISOJL,3650,3650,4050,3650,3650,-1,-1,-1
ZTISOLJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTISJOL,3650,3650,4050,3650,3650,-1,-1,-1
ZTISJLO,3650,3650,4050,3650,3650,-1,-1,-1
ZTISLOJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTISLJO,3650,3700,4750,3650,3650,-1,-1,-1
ZTIJOSL,3650,3650,-1,-1,3650,3650,3650,-1
ZTIJOLS,3650,3650,-1,-1,3650,3650,3650,-1
ZTIJSOL,3600,3650,-1,-1,3650,3650,3650,-1
ZTIJSLO,3600,3650,-1,-1,3650,3650,3650,-1
ZTIJLOS,3650,3650,-1,-1,3550,3650,3650,-1
ZTIJLSO,3600,3650,-1,-1,3550,3650,3650,-1
ZTILOSJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTILOJS,3650,3650,-1,-1,3650,3650,3650,-1
ZTILSOJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTILSJO,3650,3650,4750,3650,3650,-1,-1,-1
ZTILJOS,3650,3650,-1,-1,3550,3550,3550,-1
ZTILJSO,3600,3650,-1,-1,3550,3550,3550,-1
ZTOISJL,3650,3650,4050,3650,3650,-1,-1,-1
ZTOISLJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTOIJSL,3650,3650,-1,-1,3650,3650,3650,-1
ZTOIJLS,3650,3650,-1,-1,3650,3650,3650,-1
ZTOILSJ,3650,3650,5150,3650,3650,-1,-1,-1
ZTOILJS,3650,3700,-1,-1,3650,3650,3650,-1
ZTOSIJL,3650,4050,4050,3650,3650,-1,-1,-1
ZTOSILJ,3650,4050,5150,3650,3650,-1,-1,-1
ZTOSJIL,3650,4050,4050,3650,3650,-1,-1,-1
ZTOSJLI,3650,4550,4050,3650,3650,-1,-1,3650
ZTOSLIJ,3650,4050,5150,3650,3650,-1,-1,3650
ZTOSLJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTOJISL,3650,3650,-1,-1,3650,3650,3650,-1
ZTOJILS,3650,3650,-1,-1,3650,3650,3650,-1
ZTOJSIL,4600,4050,-1,-1,3650,3650,3650,-1
ZTOJSLI,4600,4550,-1,-1,3650,3650,3650,-1
ZTOJLIS,3650,3700,-1,-1,3650,3650,3650,-1
ZTOJLSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTOLISJ,3650,3650,5150,3650,3650,-1,-1,3650
ZTOLIJS,3650,3700,-1,-1,3650,3650,3650,-1
ZTOLSIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZTOLSJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTOLJIS,3650,3700,-1,-1,3650,3650,3650,-1
ZTOLJSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTSIOJL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSIOLJ,3650,4050,5150,3650,3650,-1,-1,-1
ZTSIJOL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSIJLO,3650,4050,4050,3650,3650,-1,-1,-1
ZTSILOJ,3650,4050,5150,3650,3650,-1,-1,-1
ZTSILJO,3650,4100,4750,3650,3650,-1,-1,-1
ZTSOIJL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSOILJ,3650,4050,5150,3650,3650,-1,-1,-1
ZTSOJIL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSOJLI,3650,4550,4050,3650,3650,-1,-1,3650
ZTSOLIJ,3650,4050,5150,3650,3650,-1,-1,3650
ZTSOLJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTSJIOL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSJILO,3650,4050,4050,3650,3650,-1,-1,-1
ZTSJOIL,3650,4050,4050,3650,3650,-1,-1,-1
ZTSJOLI,3650,4550,4050,3650,3650,-1,-1,3650
ZTSJLIO,3650,4400,4050,3650,3650,-1,-1,3650
ZTSJLOI,3650,4450,4050,3650,3650,-1,-1,3650
ZTSLIOJ,3650,4050,5150,3650,3650,-1,-1,3650
ZTSLIJO,3650,4100,4750,3650,3650,-1,-1,3650
ZTSLOIJ,3650,4050,5150,3650,3650,-1,-1,3650
ZTSLOJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTSLJIO,3650,4250,4050,3650,3650,-1,-1,3650
ZTSLJOI,3650,4450,4050,3650,3650,-1,-1,3650
ZTJIOSL,3650,3650,-1,-1,3650,3650,3650,-1
ZTJIOLS,3650,3650,-1,-1,3650,3650,3650,-1
ZTJISOL,3600,3650,-1,-1,3650,3650,3650,-1
ZTJISLO,3600,3650,-1,-1,3650,3650,3650,-1
ZTJILOS,3650,3650,-1,-1,3550,3650,3650,-1
ZTJILSO,3600,3650,-1,-1,3550,3650,3650,-1
ZTJOISL,3650,3650,-1,-1,3650,3650,3650,-1
ZTJOILS,3650,3650,-1,-1,3650,3650,3650,-1
ZTJOSIL,4600,4050,-1,-1,3650,3650,3650,-1
ZTJOSLI,4600,4550,-1,-1,3650,3650,3650,-1
ZTJOLIS,3650,3700,-1,-1,3650,3650,3650,-1
ZTJOLSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTJSIOL,4600,4050,-1,-1,3650,3650,3650,-1
ZTJSILO,4600,4050,-1,-1,3650,3650,3650,-1
ZTJSOIL,4600,4050,-1,-1,3650,3650,3650,-1
ZTJSOLI,4600,4550,-1,-1,3650,3650,3650,-1
ZTJSLIO,4600,4400,-1,-1,3650,3650,3650,-1
ZTJSLOI,4600,4450,-1,-1,3650,3650,3650,-1
ZTJLIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZTJLISO,3600,3650,-1,-1,3550,3650,3650,-1
ZTJLOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZTJLOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTJLSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZTJLSOI,4600,4450,-1,-1,3650,3650,3650,-1
ZTLIOSJ,3650,3650,5150,3650,3650,-1,-1,3650
ZTLIOJS,3650,3650,-1,-1,3650,3650,3650,-1
ZTLISOJ,3650,3650,5150,3650,3650,-1,-1,3650
ZTLISJO,3650,3650,4750,3650,3650,-1,-1,3650
ZTLIJOS,3650,3650,-1,-1,3550,3550,3550,-1
ZTLIJSO,3600,3650,-1,-1,3550,3550,3550,-1
ZTLOISJ,3650,3650,5150,3650,3650,-1,-1,3650
ZTLOIJS,3650,3700,-1,-1,3650,3650,3650,-1
ZTLOSIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZTLOSJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTLOJIS,3650,3700,-1,-1,3650,3650,3650,-1
ZTLOJSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTLSIOJ,3650,4000,5150,3650,3650,-1,-1,3650
ZTLSIJO,3650,4000,4750,3650,3650,-1,-1,3650
ZTLSOIJ,3650,4000,5150,3650,3650,-1,-1,3650
ZTLSOJI,3650,4450,4050,3650,3650,-1,-1,3650
ZTLSJIO,3650,4250,4050,3650,3650,-1,-1,3650
ZTLSJOI,3650,4450,4050,3650,3650,-1,-1,3650
ZTLJIOS,3650,3650,-1,-1,3550,3650,3650,-1
ZTLJISO,3600,3650,-1,-1,3550,3650,3650,-1
ZTLJOIS,3650,3650,-1,-1,3650,3650,3650,-1
ZTLJOSI,4600,4450,-1,-1,3650,3650,3650,-1
ZTLJSIO,4600,4250,-1,-1,3650,3650,3650,-1
ZTLJSOI,4600,4450,-1,-1,3650,3650,3650,-1
JIOSZLT,4600,-1,5150,-1,-1,3650,-1,-1
JIOSZTL,4600,-1,4050,3650,3650,3650,3650,-1
JIOSLZT,4600,-1,5150,-1,-1,3550,-1,-1
JIOSLTZ,4600,-1,3650,3650,3650,3550,3550,-1
JIOSTZL,4600,-1,3650,3650,3650,3650,3650,-1
JIOSTLZ,4600,-1,3650,3650,3650,3650,3650,-1
JIOZSLT,4600,-1,5150,-1,-1,3650,-1,-1
JIOZSTL,4600,-1,4050,-1,3650,3650,3650,-1
JIOZLST,4600,-1,5150,-1,-1,3650,-1,-1
JIOZLTS,3650,-1,-1,-1,3550,3650,3650,-1
JIOZTSL,3650,-1,-1,-1,3650,3650,3650,-1
JIOZTLS,3650,-1,-1,-1,3650,3650,3650,-1
JIOLSZT,4600,-1,5150,-1,-1,3550,-1,-1
JIOLSTZ,4600,-1,3650,3650,3650,3550,3550,-1
JIOLZST,4600,-1,5150,-1,-1,3650,-1,-1
JIOLZTS,3650,-1,-1,-1,3550,3650,3650,-1
JIOLTSZ,3600,-1,-1,3650,3650,3650,3650,-1
JIOLTZS,3650,-1,-1,-1,3650,3650,3650,-1
JIOTSZL,3600,-1,-1,3650,3650,3650,3650,-1
JIOTSLZ,3600,-1,-1,3650,3650,3650,3650,-1
JIOTZSL,3650,-1,-1,-1,3650,3650,3650,-1
JIOTZLS,3650,-1,-1,-1,3650,3650,3650,-1
JIOTLSZ,3600,-1,-1,3650,3650,3650,3650,-1
JIOTLZS,3650,-1,-1,-1,3650,3650,3650,-1
JISOZLT,4600,-1,5150,-1,-1,3650,-1,-1
JISOZTL,4600,-1,4050,3650,3650,3650,3650,-1
JISOLZT,4600,-1,5150,-1,-1,3550,-1,-1
JISOLTZ,4600,-1,3650,3650,3650,3550,3550,-1
JISOTZL,4600,-1,3650,3650,3650,3650,3650,-1
JISOTLZ,4600,-1,3650,3650,3650,3650,3650,-1
JISZOLT,4600,-1,5150,-1,-1,3650,-1,-1
JISZOTL,4600,-1,4050,3650,3650,3650,3650,-1
JISZLOT,4600,-1,5150,-1,-1,3550,-1,-1
JISZLTO,4600,-1,4750,-1,-1,3550,-1,-1
JISZTOL,4600,-1,4050,3650,3650,3650,3650,-1
JISZTLO,4600,-1,4050,3650,3650,3650,3650,-1
JISLOZT,4600,-1,5150,-1,-1,3550,-1,-1
JISLOTZ,4600,-1,3650,3650,3650,3550,3550,-1
JISLZOT,4600,-1,5150,-1,-1,3550,-1,-1
JISLZTO,4600,-1,4750,-1,-1,3550,-1,-1
JISLTOZ,4600,-1,3550,3650,3650,3550,3550,-1
JISLTZO,4600,-1,3550,3650,3650,3550,3550,-1
JISTOZL,4600,-1,3650,3650,3650,3650,3650,-1
JISTOLZ,4600,-1,3650,3650,3650,3650,3650,-1
JISTZOL,4600,-1,3650,3650,3650,3650,3650,-1
JISTZLO,4600,-1,3650,3650,3650,3650,3650,-1
JISTLOZ,4600,-1,3550,3650,3650,3550,3550,-1
JISTLZO,4600,-1,3550,3650,3650,3550,3550,-1
JIZOSLT,4600,-1,5150,-1,-1,3650,-1,-1
JIZOSTL,4600,-1,4050,-1,3650,3650,3650,-1
JIZOLST,4600,-1,5150,-1,-1,3650,-1,-1
JIZOLTS,3650,-1,-1,-1,3550,3650,3650,-1
JIZOTSL,3650,-1,-1,-1,3650,3650,3650,-1
JIZOTLS,3650,-1,-1,-1,3650,3650,3650,-1
JIZSOLT,4600,-1,5150,-1,-1,3650,-1,-1
JIZSOTL,4600,-1,4050,-1,3650,3650,3650,-1
JIZSLOT,4600,-1,5150,-1,-1,3550,-1,-1
JIZSLTO,4600,-1,4750,-1,-1,3550,-1,-1
JIZSTOL,4600,-1,4050,-1,3650,3650,3650,-1
JIZSTLO,4600,-1,4050,-1,3650,3650,3650,-1
JIZLOST,4600,-1,5150,-1,-1,3650,-1,-1
JIZLOTS,3650,-1,-1,-1,3550,3650,3650,-1
JIZLSOT,4600,-1,5150,-1,-1,3550,-1,-1
JIZLSTO,4600,-1,4750,-1,-1,3550,-1,-1
JIZLTOS,3650,-1,-1,-1,3550,3650,3650,-1
JIZLTSO,3600,-1,-1,-1,3550,3650,3650,-1
JIZTOSL,3650,-1,-1,-1,3650,3650,3650,-1
JIZTOLS,3650,-1,-1,-1,3650,3650,3650,-1
JIZTSOL,3600,-1,-1,-1,3650,3650,3650,-1
JIZTSLO,3600,-1,-1,-1,3650,3650,3650,-1
JIZTLOS,3650,-1,-1,-1,3550,3650,3650,-1
JIZTLSO,3600,-1,-1,-1,3550,3650,3650,-1
JILOSZT,4600,-1,5150,-1,-1,3550,-1,-1
JILOSTZ,4600,-1,3650,3650,3650,3550,3550,-1
JILOZST,4600,-1,5150,-1,-1,3650,-1,-1
JILOZTS,3650,-1,-1,-1,3550,3650,3650,-1
JILOTSZ,3600,-1,-1,3650,3650,3650,3650,-1
JILOTZS,3650,-1,-1,-1,3650,3650,3650,-1
JILSOZT,4600,-1,5150,-1,-1,3550,-1,-1
JILSOTZ,4600,-1,3650,3650,3650,3550,3550,-1
JILSZOT,4600,-1,5150,-1,-1,3550,-1,-1
JILSZTO,4600,-1,4750,-1,-1,3550,-1,-1
JILSTOZ,4600,-1,3550,3650,3650,3550,3550,-1
JILSTZO,4600,-1,3550,3650,3650,3550,3550,-1
JILZOST,4600,-1,5150,-1,-1,3650,-1,-1
JILZOTS,3650,-1,-1,-1,3550,3650,3650,-1
JILZSOT,4600,-1,5150,-1,-1,3550,-1,-1
JILZSTO,4600,-1,4750,-1,-1,3550,-1,-1
JILZTOS,3650,-1,-1,-1,3550,3650,3650,-1
JILZTSO,3600,-1,-1,-1,3550,3650,3650,-1
JILTOSZ,3600,-1,-1,3650,3650,3650,3650,-1
JILTOZS,3650,-1,-1,-1,3650,3650,3650,-1
JILTSOZ,3600,-1,-1,3650,3650,3550,3550,-1
JILTSZO,3600,-1,-1,3650,3650,3550,3550,-1
JILTZOS,3650,-1,-1,-1,3550,3650,3650,-1
JILTZSO,3600,-1,-1,-1,3550,3650,3650,-1
JITOSZL,3600,-1,-1,3650,3650,3650,3650,-1
JITOSLZ,3600,-1,-1,3650,3650,3650,3650,-1
JITOZSL,3650,-1,-1,-1,3650,3650,3650,-1
JITOZLS,3650,-1,-1,-1,3650,3650,3650,-1
JITOLSZ,3600,-1,-1,3650,3650,3650,3650,-1
JITOLZS,3650,-1,-1,-1,3650,3650,3650,-1
JITSOZL,3600,-1,-1,3650,3650,3650,3650,-1
JITSOLZ,3600,-1,-1,3650,3650,3650,3650,-1
JITSZOL,3600,-1,-1,3650,3650,3650,3650,-1
JITSZLO,3600,-1,-1,3650,3650,3650,3650,-1
JITSLOZ,3600,-1,-1,3650,3650,3550,3550,-1
JITSLZO,3600,-1,-1,3650,3650,3550,3550,-1
JITZOSL,3650,-1,-1,-1,3650,3650,3650,-1
JITZOLS,3650,-1,-1,-1,3650,3650,3650,-1
JITZSOL,3600,-1,-1,-1,3650,3650,3650,-1
JITZSLO,3600,-1,-1,-1,3650,3650,3650,-1
JITZLOS,3650,-1,-1,-1,3550,3650,3650,-1
JITZLSO,3600,-1,-1,-1,3550,3650,3650,-1
JITLOSZ,3600,-1,-1,3650,3650,3650,3650,-1
JITLOZS,3650,-1,-1,-1,3650,3650,3650,-1
JITLSOZ,3600,-1,-1,3650,3650,3550,3550,-1
JITLSZO,3600,-1,-1,3650,3650,3550,3550,-1
JITLZOS,3650,-1,-1,-1,3550,3650,3650,-1
JITLZSO,3600,-1,-1,-1,3550,3650,3650,-1
JOISZLT,4600,-1,5150,-1,-1,3650,-1,-1
JOISZTL,4600,-1,4050,3650,3650,3650,3650,-1
JOISLZT,4600,-1,5150,-1,-1,3550,-1,-1
JOISLTZ,4600,-1,3650,3650,3650,3550,3550,-1
JOISTZL,4600,-1,3650,3650,3650,3650,3650,-1
JOISTLZ,4600,-1,3650,3650,3650,3650,3650,-1
JOIZSLT,4600,-1,5150,-1,-1,3650,-1,-1
JOIZSTL,4600,-1,4050,-1,3650,3650,3650,-1
JOIZLST,4600,-1,5150,-1,-1,3650,-1,-1
JOIZLTS,3650,-1,-1,-1,3550,3650,3650,-1
JOIZTSL,3650,-1,-1,-1,3650,3650,3650,-1
JOIZTLS,3650,-1,-1,-1,3650,3650,3650,-1
JOILSZT,4600,-1,5150,-1,-1,3550,-1,-1
JOILSTZ,4600,-1,3650,3650,3650,3550,3550,-1
JOILZST,4600,-1,5150,-1,-1,3650,-1,-1
