sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
JOILZTS,3650,-1,-1,-1,3550,3650,3650,-1
JOILTSZ,3600,-1,-1,3650,3650,3650,3650,-1
JOILTZS,3650,-1,-1,-1,3650,3650,3650,-1
JOITSZL,3600,-1,-1,3650,3650,3650,3650,-1
JOITSLZ,3600,-1,-1,3650,3650,3650,3650,-1
JOITZSL,3650,-1,-1,-1,3650,3650,3650,-1
JOITZLS,3650,-1,-1,-1,3650,3650,3650,-1
JOITLSZ,3600,-1,-1,3650,3650,3650,3650,-1
JOITLZS,3650,-1,-1,-1,3650,3650,3650,-1
JOSIZLT,4600,-1,5150,-1,-1,3650,-1,-1
JOSIZTL,4600,-1,4050,3650,3650,3650,3650,-1
JOSILZT,4600,-1,5150,-1,-1,3550,-1,-1
JOSILTZ,4600,-1,3650,3650,3650,3550,3550,5150
JOSITZL,4600,-1,3650,3650,3650,3650,3650,-1
JOSITLZ,4600,-1,3650,3650,3650,3650,3650,4050
JOSZILT,4600,-1,5150,-1,-1,3650,-1,-1
JOSZITL,4600,-1,4050,3650,3650,3650,3650,-1
JOSZLIT,4600,-1,5150,-1,-1,3650,-1,-1
JOSZLTI,4600,-1,4050,-1,-1,3650,-1,5150
JOSZTIL,4600,-1,4050,3650,3650,3650,3650,-1
JOSZTLI,4600,-1,4050,3650,3650,3650,3650,4050
JOSLIZT,4600,-1,5150,-1,-1,3550,-1,-1
JOSLITZ,4600,-1,3650,3650,3650,3550,3550,5150
JOSLZIT,4600,-1,5150,-1,-1,3650,-1,-1
JOSLZTI,4600,-1,4050,-1,-1,3650,-1,5150
JOSLTIZ,4600,-1,3650,3650,3650,3650,3650,5150
JOSLTZI,4600,-1,3650,3650,3650,3650,3650,5150
JOSTIZL,4600,-1,3650,3650,3650,3650,3650,-1
JOSTILZ,4600,-1,3650,3650,3650,3650,3650,4050
JOSTZIL,4600,-1,3650,3650,3650,3650,3650,-1
JOSTZLI,4600,-1,3650,3650,3650,3650,3650,4050
JOSTLIZ,4600,-1,3650,3650,3650,3650,3650,5150
JOSTLZI,4600,-1,3650,3650,3650,3650,3650,5150
JOZISLT,4600,-1,5150,-1,-1,3650,-1,-1
JOZISTL,4600,-1,4050,-1,3650,3650,3650,-1
JOZILST,4600,-1,5150,-1,-1,3650,-1,-1
JOZILTS,3650,-1,-1,-1,3550,3650,3650,-1
JOZITSL,3650,-1,-1,-1,3650,3650,3650,-1
JOZITLS,3650,-1,-1,-1,3650,3650,3650,-1
JOZSILT,4600,-1,5150,-1,-1,3650,-1,-1
JOZSITL,4600,-1,4050,-1,3650,3650,3650,-1
JOZSLIT,4600,-1,5150,-1,-1,3650,-1,-1
JOZSLTI,4600,-1,4050,-1,-1,3650,-1,-1
JOZSTIL,4600,-1,4050,-1,3650,3650,3650,-1
JOZSTLI,4600,-1,4050,-1,3650,3650,3650,-1
JOZLIST,4600,-1,5150,-1,-1,3650,-1,-1
JOZLITS,3650,-1,-1,-1,3550,3650,3650,-1
JOZLSIT,4600,-1,5150,-1,-1,3650,-1,-1
JOZLSTI,4600,-1,4050,-1,-1,3650,-1,-1
JOZLTIS,3650,-1,-1,-1,3650,3650,3650,-1
JOZLTSI,4600,-1,-1,-1,3650,3650,3650,-1
JOZTISL,3650,-1,-1,-1,3650,3650,3650,-1
JOZTILS,3650,-1,-1,-1,3650,3650,3650,-1
JOZTSIL,4600,-1,-1,-1,3650,3650,3650,-1
JOZTSLI,4600,-1,-1,-1,3650,3650,3650,-1
JOZTLIS,3650,-1,-1,-1,3650,3650,3650,-1
JOZTLSI,4600,-1,-1,-1,3650,3650,3650,-1
JOLISZT,4600,-1,5150,-1,-1,3550,-1,-1
JOLISTZ,4600,-1,3650,3650,3650,3550,3550,-1
JOLIZST,4600,-1,5150,-1,-1,3650,-1,-1
JOLIZTS,3650,-1,-1,-1,3550,3650,3650,-1
JOLITSZ,3600,-1,-1,3650,3650,3650,3650,-1
JOLITZS,3650,-1,-1,-1,3650,3650,3650,-1
JOLSIZT,4600,-1,5150,-1,-1,3550,-1,-1
JOLSITZ,4600,-1,3650,3650,3650,3550,3550,5150
JOLSZIT,4600,-1,5150,-1,-1,3650,-1,-1
JOLSZTI,4600,-1,4050,-1,-1,3650,-1,5150
JOLSTIZ,4600,-1,3650,3650,3650,3650,3650,5150
JOLSTZI,4600,-1,3650,3650,3650,3650,3650,5150
JOLZIST,4600,-1,5150,-1,-1,3650,-1,-1
JOLZITS,3650,-1,-1,-1,3550,3650,3650,-1
JOLZSIT,4600,-1,5150,-1,-1,3650,-1,-1
JOLZSTI,4600,-1,4050,-1,-1,3650,-1,-1
JOLZTIS,3650,-1,-1,-1,3650,3650,3650,-1
JOLZTSI,4600,-1,-1,-1,3650,3650,3650,-1
JOLTISZ,3600,-1,-1,3650,3650,3650,3650,3650
JOLTIZS,3650,-1,-1,-1,3650,3650,3650,-1
JOLTSIZ,4600,-1,-1,3650,3650,3650,3650,3650
JOLTSZI,4600,-1,-1,3650,3650,3650,3650,3650
JOLTZIS,3650,-1,-1,-1,3650,3650,3650,-1
JOLTZSI,4600,-1,-1,-1,3650,3650,3650,-1
JOTISZL,3600,-1,-1,3650,3650,3650,3650,-1
JOTISLZ,3600,-1,-1,3650,3650,3650,3650,-1
JOTIZSL,3650,-1,-1,-1,3650,3650,3650,-1
JOTIZLS,3650,-1,-1,-1,3650,3650,3650,-1
JOTILSZ,3600,-1,-1,3650,3650,3650,3650,-1
JOTILZS,3650,-1,-1,-1,3650,3650,3650,-1
JOTSIZL,4600,-1,-1,3650,3650,3650,3650,-1
JOTSILZ,4600,-1,-1,3650,3650,3650,3650,3650
JOTSZIL,4600,-1,-1,3650,3650,3650,3650,-1
JOTSZLI,4600,-1,-1,3650,3650,3650,3650,3650
JOTSLIZ,4600,-1,-1,3650,3650,3650,3650,3650
JOTSLZI,4600,-1,-1,3650,3650,3650,3650,3650
JOTZISL,3650,-1,-1,-1,3650,3650,3650,-1
JOTZILS,3650,-1,-1,-1,3650,3650,3650,-1
JOTZSIL,4600,-1,-1,-1,3650,3650,3650,-1
JOTZSLI,4600,-1,-1,-1,3650,3650,3650,-1
JOTZLIS,3650,-1,-1,-1,3650,3650,3650,-1
JOTZLSI,4600,-1,-1,-1,3650,3650,3650,-1
JOTLISZ,3600,-1,-1,3650,3650,3650,3650,3650
JOTLIZS,3650,-1,-1,-1,3650,3650,3650,-1
JOTLSIZ,4600,-1,-1,3650,3650,3650,3650,3650
JOTLSZI,4600,-1,-1,3650,3650,3650,3650,3650
JOTLZIS,3650,-1,-1,-1,3650,3650,3650,-1
JOTLZSI,4600,-1,-1,-1,3650,3650,3650,-1
JSIOZLT,4600,-1,5150,-1,-1,3650,-1,-1
JSIOZTL,4600,-1,4050,3650,3650,3650,3650,-1
JSIOLZT,4600,-1,5150,-1,-1,3550,-1,-1
JSIOLTZ,4600,-1,3650,3650,3650,3550,3550,5150
JSIOTZL,4600,-1,3650,3650,3650,3650,3650,-1
JSIOTLZ,4600,-1,3650,3650,3650,3650,3650,4050
JSIZOLT,4600,4550,5150,-1,-1,3650,-1,-1
JSIZOTL,4600,4050,4050,3650,3650,3650,3650,-1
JSIZLOT,4600,4450,5150,-1,-1,3550,-1,-1
JSIZLTO,4600,4400,4750,-1,-1,3550,-1,-1
JSIZTOL,4600,4050,4050,3650,3650,3650,3650,-1
JSIZTLO,4600,4050,4050,3650,3650,3650,3650,-1
JSILOZT,4600,3650,5150,-1,-1,3550,-1,-1
JSILOTZ,4600,-1,3650,3650,3650,3550,3550,5150
JSILZOT,4600,4450,5150,-1,-1,3550,-1,-1
JSILZTO,4600,4400,4750,-1,-1,3550,-1,-1
JSILTOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSILTZO,4600,4050,3550,3650,3650,3550,3550,4050
JSITOZL,4600,4050,3650,3650,3650,3650,3650,-1
JSITOLZ,4600,-1,3650,3650,3650,3650,3650,4050
JSITZOL,4600,4050,3650,3650,3650,3650,3650,-1
JSITZLO,4600,4050,3650,3650,3650,3650,3650,-1
JSITLOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSITLZO,4600,4050,3550,3650,3650,3550,3550,4050
JSOIZLT,4600,-1,5150,-1,-1,3650,-1,-1
JSOIZTL,4600,-1,4050,3650,3650,3650,3650,-1
JSOILZT,4600,-1,5150,-1,-1,3550,-1,-1
JSOILTZ,4600,-1,3650,3650,3650,3550,3550,5150
JSOITZL,4600,-1,3650,3650,3650,3650,3650,-1
JSOITLZ,4600,-1,3650,3650,3650,3650,3650,4050
JSOZILT,4600,4550,5150,-1,-1,3650,-1,-1
JSOZITL,4600,4050,4050,3650,3650,3650,3650,-1
JSOZLIT,4600,4550,5150,-1,-1,3650,-1,-1
JSOZLTI,4600,4550,4050,-1,-1,3650,-1,5150
JSOZTIL,4600,4050,4050,3650,3650,3650,3650,-1
JSOZTLI,4600,4550,4050,3650,3650,3650,3650,4050
JSOLIZT,4600,3650,5150,-1,-1,3550,-1,-1
JSOLITZ,4600,-1,3650,3650,3650,3550,3550,5150
JSOLZIT,4600,4450,5150,-1,-1,3650,-1,-1
JSOLZTI,4600,4450,4050,-1,-1,3650,-1,5150
JSOLTIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSOLTZI,4600,4050,3650,3650,3650,3650,3650,5150
JSOTIZL,4600,4050,3650,3650,3650,3650,3650,-1
JSOTILZ,4600,-1,3650,3650,3650,3650,3650,4050
JSOTZIL,4600,4050,3650,3650,3650,3650,3650,-1
JSOTZLI,4600,4050,3650,3650,3650,3650,3650,4050
JSOTLIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSOTLZI,4600,4050,3650,3650,3650,3650,3650,5150
JSZIOLT,4600,4550,5150,-1,-1,3650,-1,-1
JSZIOTL,4600,4050,4050,3650,3650,3650,3650,-1
JSZILOT,4600,4450,5150,-1,-1,3550,-1,-1
JSZILTO,4600,4400,4750,-1,-1,3550,-1,-1
JSZITOL,4600,4050,4050,3650,3650,3650,3650,-1
JSZITLO,4600,4050,4050,3650,3650,3650,3650,-1
JSZOILT,4600,4550,5150,-1,-1,3650,-1,-1
JSZOITL,4600,4050,4050,3650,3650,3650,3650,-1
JSZOLIT,4600,4550,5150,-1,-1,3650,-1,-1
JSZOLTI,4600,4550,4050,-1,-1,3650,-1,5150
JSZOTIL,4600,4050,4050,3650,3650,3650,3650,-1
JSZOTLI,4600,4550,4050,3650,3650,3650,3650,4050
JSZLIOT,4600,4450,5150,-1,-1,3550,-1,-1
JSZLITO,4600,4400,4750,-1,-1,3550,-1,-1
JSZLOIT,4600,4550,5150,-1,-1,3650,-1,-1
JSZLOTI,4600,4550,4050,-1,-1,3650,-1,5150
JSZLTIO,4600,4400,4050,-1,-1,3650,-1,4050
JSZLTOI,4600,4450,4050,-1,-1,3650,-1,4050
JSZTIOL,4600,4050,4050,3650,3650,3650,3650,-1
JSZTILO,4600,4050,4050,3650,3650,3650,3650,-1
JSZTOIL,4600,4050,4050,3650,3650,3650,3650,-1
JSZTOLI,4600,4550,4050,3650,3650,3650,3650,4050
JSZTLIO,4600,4400,4050,3650,3650,3650,3650,4050
JSZTLOI,4600,4450,4050,3650,3650,3650,3650,4050
JSLIOZT,4600,3650,5150,-1,-1,3550,-1,-1
JSLIOTZ,4600,-1,3650,3650,3650,3550,3550,5150
JSLIZOT,4600,4450,5150,-1,-1,3550,-1,-1
JSLIZTO,4600,4400,4750,-1,-1,3550,-1,-1
JSLITOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSLITZO,4600,4050,3550,3650,3650,3550,3550,4050
JSLOIZT,4600,3650,5150,-1,-1,3550,-1,-1
JSLOITZ,4600,-1,3650,3650,3650,3550,3550,5150
JSLOZIT,4600,4450,5150,-1,-1,3650,-1,-1
JSLOZTI,4600,4450,4050,-1,-1,3650,-1,5150
JSLOTIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSLOTZI,4600,4050,3650,3650,3650,3650,3650,5150
JSLZIOT,4600,4450,5150,-1,-1,3550,-1,-1
JSLZITO,4600,4400,4750,-1,-1,3550,-1,-1
JSLZOIT,4600,4550,5150,-1,-1,3650,-1,-1
JSLZOTI,4600,4550,4050,-1,-1,3650,-1,5150
JSLZTIO,4600,4400,4050,-1,-1,3650,-1,4050
JSLZTOI,4600,4450,4050,-1,-1,3650,-1,4050
JSLTIOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSLTIZO,4600,4050,3550,3650,3650,3550,3550,4050
JSLTOIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSLTOZI,4600,4050,3650,3650,3650,3650,3650,5150
JSLTZIO,4600,4400,3650,3650,3650,3650,3650,4050
JSLTZOI,4600,4450,3650,3650,3650,3650,3650,4050
JSTIOZL,4600,4050,3650,3650,3650,3650,3650,-1
JSTIOLZ,4600,-1,3650,3650,3650,3650,3650,4050
JSTIZOL,4600,4050,3650,3650,3650,3650,3650,-1
JSTIZLO,4600,4050,3650,3650,3650,3650,3650,-1
JSTILOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSTILZO,4600,4050,3550,3650,3650,3550,3550,4050
JSTOIZL,4600,4050,3650,3650,3650,3650,3650,-1
JSTOILZ,4600,-1,3650,3650,3650,3650,3650,4050
JSTOZIL,4600,4050,3650,3650,3650,3650,3650,-1
JSTOZLI,4600,4050,3650,3650,3650,3650,3650,4050
JSTOLIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSTOLZI,4600,4050,3650,3650,3650,3650,3650,5150
JSTZIOL,4600,4050,3650,3650,3650,3650,3650,-1
JSTZILO,4600,4050,3650,3650,3650,3650,3650,-1
JSTZOIL,4600,4050,3650,3650,3650,3650,3650,-1
JSTZOLI,4600,4550,3650,3650,3650,3650,3650,4050
JSTZLIO,4600,4400,3650,3650,3650,3650,3650,4050
JSTZLOI,4600,4450,3650,3650,3650,3650,3650,4050
JSTLIOZ,4600,4050,3550,3650,3650,3550,3550,4050
JSTLIZO,4600,4050,3550,3650,3650,3550,3550,4050
JSTLOIZ,4600,4050,3650,3650,3650,3650,3650,5150
JSTLOZI,4600,4050,3650,3650,3650,3650,3650,5150
JSTLZIO,4600,4400,3650,3650,3650,3650,3650,4050
JSTLZOI,4600,4450,3650,3650,3650,3650,3650,4050
JZIOSLT,4600,4550,5150,-1,-1,3650,-1,-1
JZIOSTL,4600,4050,4050,-1,3650,3650,3650,-1
JZIOLST,4600,4450,5150,-1,-1,3650,-1,-1
JZIOLTS,3650,3700,-1,-1,3550,3650,3650,-1
JZIOTSL,3650,3650,-1,-1,3650,3650,3650,-1
JZIOTLS,3650,3650,-1,-1,3650,3650,3650,-1
JZISOLT,4600,4550,5150,-1,-1,3650,-1,-1
JZISOTL,4600,4050,4050,-1,3650,3650,3650,-1
JZISLOT,4600,4450,5150,-1,-1,3550,-1,-1
JZISLTO,4600,4400,4750,-1,-1,3550,-1,-1
JZISTOL,4600,4050,4050,-1,3650,3650,3650,-1
JZISTLO,4600,4050,4050,-1,3650,3650,3650,-1
JZILOST,4600,4450,5150,-1,-1,3650,-1,-1
JZILOTS,3650,3550,-1,-1,3550,3650,3650,-1
JZILSOT,4600,4450,5150,-1,-1,3550,-1,-1
JZILSTO,4600,4250,4750,-1,-1,3550,-1,-1
JZILTOS,3650,3550,-1,-1,3550,3650,3650,-1
JZILTSO,3600,3550,-1,-1,3550,3650,3650,-1
JZITOSL,3650,3650,-1,-1,3650,3650,3650,-1
JZITOLS,3650,3650,-1,-1,3650,3650,3650,-1
JZITSOL,3600,3650,-1,-1,3650,3650,3650,-1
JZITSLO,3600,3650,-1,-1,3650,3650,3650,-1
JZITLOS,3650,3650,-1,-1,3550,3650,3650,-1
JZITLSO,3600,3650,-1,-1,3550,3650,3650,-1
JZOISLT,4600,4550,5150,-1,-1,3650,-1,-1
JZOISTL,4600,4050,4050,-1,3650,3650,3650,-1
JZOILST,4600,4450,5150,-1,-1,3650,-1,-1
JZOILTS,3650,3700,-1,-1,3550,3650,3650,-1
JZOITSL,3650,3650,-1,-1,3650,3650,3650,-1
JZOITLS,3650,3650,-1,-1,3650,3650,3650,-1
JZOSILT,4600,4550,5150,-1,-1,3650,-1,-1
JZOSITL,4600,4050,4050,-1,3650,3650,3650,-1
JZOSLIT,4600,4550,5150,-1,-1,3650,-1,-1
JZOSLTI,4600,4550,4050,-1,-1,3650,-1,-1
JZOSTIL,4600,4050,4050,-1,3650,3650,3650,-1
JZOSTLI,4600,4550,4050,-1,3650,3650,3650,-1
JZOLIST,4600,4450,5150,-1,-1,3650,-1,-1
JZOLITS,3650,3700,-1,-1,3550,3650,3650,-1
JZOLSIT,4600,4550,5150,-1,-1,3650,-1,-1
JZOLSTI,4600,4550,4050,-1,-1,3650,-1,-1
JZOLTIS,3650,3700,-1,-1,3650,3650,3650,-1
JZOLTSI,4600,4450,-1,-1,3650,3650,3650,-1
JZOTISL,3650,3650,-1,-1,3650,3650,3650,-1
JZOTILS,3650,3650,-1,-1,3650,3650,3650,-1
JZOTSIL,4600,4050,-1,-1,3650,3650,3650,-1
JZOTSLI,4600,4550,-1,-1,3650,3650,3650,-1
JZOTLIS,3650,3700,-1,-1,3650,3650,3650,-1
JZOTLSI,4600,4450,-1,-1,3650,3650,3650,-1
JZSIOLT,4600,4550,5150,-1,-1,3650,-1,-1
JZSIOTL,4600,4050,4050,-1,3650,3650,3650,-1
JZSILOT,4600,4450,5150,-1,-1,3550,-1,-1
JZSILTO,4600,4400,4750,-1,-1,3550,-1,-1
JZSITOL,4600,4050,4050,-1,3650,3650,3650,-1
JZSITLO,4600,4050,4050,-1,3650,3650,3650,-1
JZSOILT,4600,4550,5150,-1,-1,3650,-1,-1
JZSOITL,4600,4050,4050,-1,3650,3650,3650,-1
JZSOLIT,4600,4550,5150,-1,-1,3650,-1,-1
JZSOLTI,4600,4550,4050,-1,-1,3650,-1,-1
JZSOTIL,4600,4050,4050,-1,3650,3650,3650,-1
JZSOTLI,4600,4550,4050,-1,3650,3650,3650,-1
JZSLIOT,4600,4450,5150,-1,-1,3550,-1,-1
JZSLITO,4600,4400,4750,-1,-1,3550,-1,-1
JZSLOIT,4600,4550,5150,-1,-1,3650,-1,-1
JZSLOTI,4600,4550,4050,-1,-1,3650,-1,-1
JZSLTIO,4600,4400,4050,-1,-1,3650,-1,-1
JZSLTOI,4600,4450,4050,-1,-1,3650,-1,-1
JZSTIOL,4600,4050,4050,-1,3650,3650,3650,-1
JZSTILO,4600,4050,4050,-1,3650,3650,3650,-1
JZSTOIL,4600,4050,4050,-1,3650,3650,3650,-1
JZSTOLI,4600,4550,4050,-1,3650,3650,3650,-1
JZSTLIO,4600,4400,4050,-1,3650,3650,3650,-1
JZSTLOI,4600,4450,4050,-1,3650,3650,3650,-1
JZLIOST,4600,4450,5150,-1,-1,3650,-1,-1
JZLIOTS,3650,3550,-1,-1,3550,3650,3650,-1
JZLISOT,4600,4450,5150,-1,-1,3550,-1,-1
JZLISTO,4600,4250,4750,-1,-1,3550,-1,-1
JZLITOS,3650,3550,-1,-1,3550,3650,3650,-1
JZLITSO,3600,3550,-1,-1,3550,3650,3650,-1
JZLOIST,4600,4450,5150,-1,-1,3650,-1,-1
JZLOITS,3650,3700,-1,-1,3550,3650,3650,-1
JZLOSIT,4600,4550,5150,-1,-1,3650,-1,-1
JZLOSTI,4600,4550,4050,-1,-1,3650,-1,-1
JZLOTIS,3650,3700,-1,-1,3650,3650,3650,-1
JZLOTSI,4600,4450,-1,-1,3650,3650,3650,-1
JZLSIOT,4600,4450,5150,-1,-1,3550,-1,-1
JZLSITO,4600,4400,4750,-1,-1,3550,-1,-1
JZLSOIT,4600,4550,5150,-1,-1,3650,-1,-1
JZLSOTI,4600,4550,4050,-1,-1,3650,-1,-1
JZLSTIO,4600,4400,4050,-1,-1,3650,-1,-1
JZLSTOI,4600,4450,4050,-1,-1,3650,-1,-1
JZLTIOS,3650,3650,-1,-1,3550,3650,3650,-1
JZLTISO,3600,3650,-1,-1,3550,3650,3650,-1
JZLTOIS,3650,3650,-1,-1,3650,3650,3650,-1
JZLTOSI,4600,4450,-1,-1,3650,3650,3650,-1
JZLTSIO,4600,4250,-1,-1,3650,3650,3650,-1
JZLTSOI,4600,4450,-1,-1,3650,3650,3650,-1
JZTIOSL,3650,3650,-1,-1,3650,3650,3650,-1
JZTIOLS,3650,3650,-1,-1,3650,3650,3650,-1
JZTISOL,3600,3650,-1,-1,3650,3650,3650,-1
JZTISLO,3600,3650,-1,-1,3650,3650,3650,-1
JZTILOS,3650,3650,-1,-1,3550,3650,3650,-1
JZTILSO,3600,3650,-1,-1,3550,3650,3650,-1
JZTOISL,3650,3650,-1,-1,3650,3650,3650,-1
JZTOILS,3650,3650,-1,-1,3650,3650,3650,-1
JZTOSIL,4600,4050,-1,-1,3650,3650,3650,-1
JZTOSLI,4600,4550,-1,-1,3650,3650,3650,-1
JZTOLIS,3650,3700,-1,-1,3650,3650,3650,-1
JZTOLSI,4600,4450,-1,-1,3650,3650,3650,-1
JZTSIOL,4600,4050,-1,-1,3650,3650,3650,-1
JZTSILO,4600,4050,-1,-1,3650,3650,3650,-1
JZTSOIL,4600,4050,-1,-1,3650,3650,3650,-1
JZTSOLI,4600,4550,-1,-1,3650,3650,3650,-1
JZTSLIO,4600,4400,-1,-1,3650,3650,3650,-1
JZTSLOI,4600,4450,-1,-1,3650,3650,3650,-1
JZTLIOS,3650,3650,-1,-1,3550,3650,3650,-1
JZTLISO,3600,3650,-1,-1,3550,3650,3650,-1
JZTLOIS,3650,3650,-1,-1,3650,3650,3650,-1
JZTLOSI,4600,4450,-1,-1,3650,3650,3650,-1
JZTLSIO,4600,4250,-1,-1,3650,3650,3650,-1
JZTLSOI,4600,4450,-1,-1,3650,3650,3650,-1
JLIOSZT,4600,-1,5150,-1,-1,3550,-1,-1
JLIOSTZ,4600,-1,3650,3650,3650,3550,3550,-1
JLIOZST,4600,-1,5150,-1,-1,3650,-1,-1
JLIOZTS,3650,-1,-1,-1,3550,3650,3650,-1
JLIOTSZ,3600,-1,-1,3650,3650,3650,3650,-1
JLIOTZS,3650,-1,-1,-1,3650,3650,3650,-1
JLISOZT,4600,3650,5150,-1,-1,3550,-1,-1
JLISOTZ,4600,-1,3650,3650,3650,3550,3550,-1
JLISZOT,4600,3650,5150,-1,-1,3550,-1,-1
JLISZTO,4600,3650,4750,-1,-1,3550,-1,-1
JLISTOZ,4600,-1,3550,3650,3650,3550,3550,-1
JLISTZO,4600,3650,3550,3650,3650,3550,3550,-1
JLIZOST,4600,3550,5150,-1,-1,3650,-1,-1
JLIZOTS,3650,3550,-1,-1,3550,3650,3650,-1
JLIZSOT,4600,3550,5150,-1,-1,3550,-1,-1
JLIZSTO,4600,3550,4750,-1,-1,3550,-1,-1
JLIZTOS,3650,3550,-1,-1,3550,3650,3650,-1
JLIZTSO,3600,3550,-1,-1,3550,3650,3650,-1
JLITOSZ,3600,-1,-1,3650,3650,3650,3650,-1
JLITOZS,3650,-1,-1,-1,3650,3650,3650,-1
JLITSOZ,3600,-1,-1,3650,3650,3550,3550,-1
JLITSZO,3600,-1,-1,3650,3650,3550,3550,-1
JLITZOS,3650,-1,-1,-1,3550,3650,3650,-1
JLITZSO,3600,-1,-1,-1,3550,3650,3650,-1
JLOISZT,4600,-1,5150,-1,-1,3550,-1,-1
JLOISTZ,4600,-1,3650,3650,3650,3550,3550,-1
JLOIZST,4600,-1,5150,-1,-1,3650,-1,-1
JLOIZTS,3650,-1,-1,-1,3550,3650,3650,-1
JLOITSZ,3600,-1,-1,3650,3650,3650,3650,-1
JLOITZS,3650,-1,-1,-1,3650,3650,3650,-1
JLOSIZT,4600,-1,5150,-1,-1,3550,-1,-1
JLOSITZ,4600,-1,3650,3650,3650,3550,3550,5150
JLOSZIT,4600,-1,5150,-1,-1,3650,-1,-1
JLOSZTI,4600,-1,4050,-1,-1,3650,-1,5150
JLOSTIZ,4600,-1,3650,3650,3650,3650,3650,5150
JLOSTZI,4600,-1,3650,3650,3650,3650,3650,5150
JLOZIST,4600,-1,5150,-1,-1,3650,-1,-1
JLOZITS,3650,-1,-1,-1,3550,3650,3650,-1
JLOZSIT,4600,-1,5150,-1,-1,3650,-1,-1
JLOZSTI,4600,-1,4050,-1,-1,3650,-1,-1
JLOZTIS,3650,-1,-1,-1,3650,3650,3650,-1
JLOZTSI,4600,-1,-1,-1,3650,3650,3650,-1
JLOTISZ,3600,-1,-1,3650,3650,3650,3650,3650
JLOTIZS,3650,-1,-1,-1,3650,3650,3650,-1
JLOTSIZ,4600,-1,-1,3650,3650,3650,3650,3650
JLOTSZI,4600,-1,-1,3650,3650,3650,3650,3650
JLOTZIS,3650,-1,-1,-1,3650,3650,3650,-1
JLOTZSI,4600,-1,-1,-1,3650,3650,3650,-1
JLSIOZT,4600,3650,5150,-1,-1,3550,-1,-1
JLSIOTZ,4600,-1,3650,3650,3650,3550,3550,5150
JLSIZOT,4600,4450,5150,-1,-1,3550,-1,-1
JLSIZTO,4600,4400,4750,-1,-1,3550,-1,-1
JLSITOZ,4600,4050,3550,3650,3650,3550,3550,4050
JLSITZO,4600,4050,3550,3650,3650,3550,3550,4050
JLSOIZT,4600,3650,5150,-1,-1,3550,-1,-1
JLSOITZ,4600,-1,3650,3650,3650,3550,3550,5150
JLSOZIT,4600,4450,5150,-1,-1,3650,-1,-1
JLSOZTI,4600,4450,4050,-1,-1,3650,-1,5150
JLSOTIZ,4600,4050,3650,3650,3650,3650,3650,5150
JLSOTZI,4600,4050,3650,3650,3650,3650,3650,5150
JLSZIOT,4600,4450,5150,-1,-1,3550,-1,-1
JLSZITO,4600,4400,4750,-1,-1,3550,-1,-1
JLSZOIT,4600,4450,5150,-1,-1,3650,-1,-1
JLSZOTI,4600,4450,4050,-1,-1,3650,-1,5150
JLSZTIO,4600,4400,4050,-1,-1,3650,-1,4050
JLSZTOI,4600,4450,4050,-1,-1,3650,-1,4050
JLSTIOZ,4600,4050,3550,3650,3650,3550,3550,4050
JLSTIZO,4600,4050,3550,3650,3650,3550,3550,4050
JLSTOIZ,4600,4050,3650,3650,3650,3650,3650,5150
JLSTOZI,4600,4050,3650,3650,3650,3650,3650,5150
JLSTZIO,4600,4400,3650,3650,3650,3650,3650,4050
JLSTZOI,4600,4450,3650,3650,3650,3650,3650,4050
JLZIOST,4600,4450,5150,-1,-1,3650,-1,-1
JLZIOTS,3650,3550,-1,-1,3550,3650,3650,-1
JLZISOT,4600,4450,5150,-1,-1,3550,-1,-1
